"Gene","Accession","HGNC"
"Zfp69","ENSMUSG00000064141","ZFP69"
"Smap2","ENSMUSG00000032870","SMAP2"
"Zmpste24","ENSMUSG00000043207","ZMPSTE24"
"Rlf","ENSMUSG00000049878","RLF"
"Cap1","ENSMUSG00000028656","CAP1"
"Mfsd2a","ENSMUSG00000028655","MFSD2A"
"Ppie","ENSMUSG00000028651","PPIE"
"Bmp8a","ENSMUSG00000032726","Bmp8a"
"Macf1","ENSMUSG00000028649","MACF1"
"Ndufs5","ENSMUSG00000028648","NDUFS5"
"Akirin1","ENSMUSG00000023075","AKIRIN1"
"Gm12905","ENSMUSG00000085875","Gm12905"
"Utp11","ENSMUSG00000028907","UTP11"
"Gm12915","ENSMUSG00000086589","Gm12915"
"1110065P20Rik","ENSMUSG00000078570","C1orf122"
"Maneal","ENSMUSG00000042763","MANEAL"
"Cdca8","ENSMUSG00000028873","CDCA8"
"Gm12930","ENSMUSG00000087011","Gm12930"
"Dnali1","ENSMUSG00000042707","DNALI1"
"Gm12932","ENSMUSG00000086342","Gm12932"
"Zc3h12a","ENSMUSG00000042677","ZC3H12A"
"Sh3d21","ENSMUSG00000073758","SH3D21"
"Thrap3","ENSMUSG00000043962","THRAP3"
"Map7d1","ENSMUSG00000028849","MAP7D1"
"Adprhl2","ENSMUSG00000042558","Adprhl2"
"Tekt2","ENSMUSG00000028845","TEKT2"
"Ago3","ENSMUSG00000028842","AGO3"
"Ago1","ENSMUSG00000041530","AGO1"
"Ago4","ENSMUSG00000042500","AGO4"
"Tfap2e","ENSMUSG00000042477","TFAP2E"
"Ncdn","ENSMUSG00000028833","NCDN"
"Zmym4","ENSMUSG00000042446","ZMYM4"
"Zmym1","ENSMUSG00000043872","ZMYM1"
"Gja4","ENSMUSG00000050234","GJA4"
"Gjb3","ENSMUSG00000042367","GJB3"
"Gjb4","ENSMUSG00000046623","GJB4"
"Gjb5","ENSMUSG00000042357","GJB5"
"Zscan20","ENSMUSG00000061894","ZSCAN20"
"Zfp362","ENSMUSG00000028799","ZNF362"
"Azin2","ENSMUSG00000028789","AZIN2"
"1700086P04Rik","ENSMUSG00000085085","1700086P04Rik"
"Hpca","ENSMUSG00000028785","HPCA"
"S100pbp","ENSMUSG00000040928","S100PBP"
"C77080","ENSMUSG00000050390","KIAA1522"
"Rbbp4","ENSMUSG00000057236","RBBP4"
"Zbtb8a","ENSMUSG00000028807","ZBTB8A"
"Zbtb8b","ENSMUSG00000048485","ZBTB8B"
"Hdac1","ENSMUSG00000028800","HDAC1"
"Lck","ENSMUSG00000000409","LCK"
"Eif3i","ENSMUSG00000028798","EIF3I"
"Dcdc2b","ENSMUSG00000078552","DCDC2B"
"Iqcc","ENSMUSG00000040795","IQCC"
"Ccdc28b","ENSMUSG00000028795","CCDC28B"
"Txlna","ENSMUSG00000053841","TXLNA"
"Kpna6","ENSMUSG00000003731","KPNA6"
"Tmem39b","ENSMUSG00000053730","TMEM39B"
"Khdrbs1","ENSMUSG00000028790","KHDRBS1"
"Gm12963","ENSMUSG00000085517","Gm12963"
"Hcrtr1","ENSMUSG00000028778","HCRTR1"
"Tinagl1","ENSMUSG00000028776","TINAGL1"
"Serinc2","ENSMUSG00000023232","SERINC2"
"Gm10570","ENSMUSG00000073752","Gm10570"
"Zcchc17","ENSMUSG00000028772","ZCCHC17"
"Nkain1","ENSMUSG00000078532","NKAIN1"
"Gm26716","ENSMUSG00000097224","Gm26716"
"Ptpru","ENSMUSG00000028909","PTPRU"
"Gm12992","ENSMUSG00000085667","Gm12992"
"Epb41","ENSMUSG00000028906","EPB41"
"Oprd1","ENSMUSG00000050511","OPRD1"
"Ythdf2","ENSMUSG00000040025","YTHDF2"
"Gmeb1","ENSMUSG00000028901","GMEB1"
"Rab42","ENSMUSG00000089687","RAB42"
"Trnau1ap","ENSMUSG00000028898","TRNAU1AP"
"Rcc1","ENSMUSG00000028896","RCC1"
"Snhg3","ENSMUSG00000085241","Snhg3"
"Phactr4","ENSMUSG00000066043","PHACTR4"
"Med18","ENSMUSG00000066042","MED18"
"Sesn2","ENSMUSG00000028893","SESN2"
"Atpif1","ENSMUSG00000054428","ATP5IF1"
"Xkr8","ENSMUSG00000037752","XKR8"
"Smpdl3b","ENSMUSG00000028885","SMPDL3B"
"Themis2","ENSMUSG00000037731","THEMIS2"
"Ppp1r8","ENSMUSG00000028882","PPP1R8"
"Stx12","ENSMUSG00000028879","STX12"
"Fam76a","ENSMUSG00000028878","FAM76A"
"Gpr3","ENSMUSG00000049649","GPR3"
"Sytl1","ENSMUSG00000028860","SYTL1"
"Tmem222","ENSMUSG00000028857","TMEM222"
"Wdtc1","ENSMUSG00000037622","WDTC1"
"Trnp1","ENSMUSG00000056596","TRNP1"
"Nudc","ENSMUSG00000028851","NUDC"
"Sfn","ENSMUSG00000047281","SFN"
"Zdhhc18","ENSMUSG00000037553","ZDHHC18"
"Pigv","ENSMUSG00000043257","PIGV"
"Arid1a","ENSMUSG00000007880","ARID1A"
"Rps6ka1","ENSMUSG00000003644","RPS6KA1"
"Hmgn2","ENSMUSG00000003038","Hmgn2"
"Dhdds","ENSMUSG00000012117","DHDDS"
"Lin28a","ENSMUSG00000050966","LIN28A"
"Cd52","ENSMUSG00000000682","CD52"
"Sh3bgrl3","ENSMUSG00000028843","SH3BGRL3"
"Cep85","ENSMUSG00000037443","CEP85"
"Catsper4","ENSMUSG00000048003","CATSPER4"
"Cnksr1","ENSMUSG00000028841","CNKSR1"
"Zfp593","ENSMUSG00000028840","ZNF593"
"Grrp1","ENSMUSG00000050105","Grrp1"
"Pdik1l","ENSMUSG00000050890","PDIK1L"
"Extl1","ENSMUSG00000028838","EXTL1"
"Mtfr1l","ENSMUSG00000046671","MTFR1L"
"Selenon","ENSMUSG00000050989","SELENON"
"Man1c1","ENSMUSG00000037306","MAN1C1"
"Ldlrap1","ENSMUSG00000037295","LDLRAP1"
"Maco1","ENSMUSG00000028826","MACO1"
"Tmem50a","ENSMUSG00000028822","TMEM50A"
"Gm16225","ENSMUSG00000086884","Gm16225"
"Clic4","ENSMUSG00000037242","CLIC4"
"Srrm1","ENSMUSG00000028809","SRRM1"
"Ncmap","ENSMUSG00000043924","NCMAP"
"Rcan3","ENSMUSG00000059713","RCAN3"
"Nipal3","ENSMUSG00000028803","NIPAL3"
"Grhl3","ENSMUSG00000037188","GRHL3"
"Pnrc2","ENSMUSG00000028675","PNRC2"
"Lypla2","ENSMUSG00000028670","LYPLA2"
"Pithd1","ENSMUSG00000028669","PITHD1"
"Eloa","ENSMUSG00000028668","ELOA"
"Rpl11","ENSMUSG00000059291","Rpl11"
"Gm27022","ENSMUSG00000098155","Gm27022"
"Kdm1a","ENSMUSG00000036940","KDM1A"
"Ephb2","ENSMUSG00000028664","EPHB2"
"C1qb","ENSMUSG00000036905","C1QB"
"C1qc","ENSMUSG00000036896","C1QC"
"C1qa","ENSMUSG00000036887","C1QA"
"Epha8","ENSMUSG00000028661","EPHA8"
"Zbtb40","ENSMUSG00000060862","ZBTB40"
"1700037C06Rik","ENSMUSG00000085542","1700037C06Rik"
"Gm13003","ENSMUSG00000085833","Gm13003"
"Cdc42","ENSMUSG00000006699","CDC42"
"2810405F17Rik","ENSMUSG00000101493","2810405F17Rik"
"Gm13010","ENSMUSG00000086845","Gm13010"
"Ldlrad2","ENSMUSG00000094035","LDLRAD2"
"Rap1gapos","ENSMUSG00000087476","Rap1gapos"
"Alpl","ENSMUSG00000028766","ALPL"
"Gm13012","ENSMUSG00000085823","Gm13012"
"1700095J12Rik","ENSMUSG00000084804","1700095J12Rik"
"Pink1","ENSMUSG00000028756","PINK1"
"Cda","ENSMUSG00000028755","CDA"
"Fam43b","ENSMUSG00000078235","FAM43B"
"Vwa5b1","ENSMUSG00000028753","VWA5B1"
"Ubxn10","ENSMUSG00000043621","UBXN10"
"Pla2g2f","ENSMUSG00000028749","PLA2G2F"
"Pla2g5","ENSMUSG00000041193","PLA2G5"
"Otud3","ENSMUSG00000041161","OTUD3"
"Htr6","ENSMUSG00000028747","HTR6"
"Nbl1","ENSMUSG00000041120","NBL1"
"Micos10","ENSMUSG00000050608","MICOS10-NBL1"
"Gm16287","ENSMUSG00000073739","Gm16287"
"Pqlc2","ENSMUSG00000028744","Pqlc2"
"Mrto4","ENSMUSG00000028741","MRTO4"
"Klhdc7a","ENSMUSG00000078234","KLHDC7A"
"Igsf21","ENSMUSG00000040972","IGSF21"
"Arhgef10l","ENSMUSG00000040964","ARHGEF10L"
"Padi4","ENSMUSG00000025330","PADI4"
"Padi3","ENSMUSG00000025328","PADI3"
"Padi1","ENSMUSG00000025329","PADI1"
"Gm13031","ENSMUSG00000087698","Gm13031"
"Crocc","ENSMUSG00000040860","CROCC"
"Necap2","ENSMUSG00000028923","NECAP2"
"Szrd1","ENSMUSG00000040842","SZRD1"
"Clcnka","ENSMUSG00000033770","CLCNKA"
"Clcnkb","ENSMUSG00000006216","Clcnkb"
"Srarp","ENSMUSG00000070637","SRARP"
"Spen","ENSMUSG00000040761","SPEN"
"Fblim1","ENSMUSG00000006219","FBLIM1"
"Tmem82","ENSMUSG00000043085","TMEM82"
"Slc25a34","ENSMUSG00000040740","SLC25A34"
"Plekhm2","ENSMUSG00000028917","PLEKHM2"
"Ddi2","ENSMUSG00000078515","RSC1A1"
"Dnajc16","ENSMUSG00000040697","DNAJC16"
"Efhd2","ENSMUSG00000040659","EFHD2"
"Fhad1","ENSMUSG00000051435","FHAD1"
"Tmem51","ENSMUSG00000040616","TMEM51"
"Kazn","ENSMUSG00000040606","KAZN"
"Prdm2","ENSMUSG00000057637","PRDM2"
"Pdpn","ENSMUSG00000028583","PDPN"
"Vps13d","ENSMUSG00000020220","VPS13D"
"Tnfrsf1b","ENSMUSG00000028599","TNFRSF1B"
"Tnfrsf8","ENSMUSG00000028602","TNFRSF8"
"Zfp979","ENSMUSG00000066000","Zfp979"
"Zfp984","ENSMUSG00000078495","Zfp984"
"Gm20707","ENSMUSG00000093594","Gm20707"
"Zfp933","ENSMUSG00000059423","Zfp933"
"Miip","ENSMUSG00000029022","MIIP"
"Mfn2","ENSMUSG00000029020","MFN2"
"Plod1","ENSMUSG00000019055","PLOD1"
"Gm13054","ENSMUSG00000086806","Gm13054"
"Clcn6","ENSMUSG00000029016","CLCN6"
"Agtrap","ENSMUSG00000029007","AGTRAP"
"Draxin","ENSMUSG00000029005","DRAXIN"
"Fbxo6","ENSMUSG00000055401","FBXO6"
"Fbxo44","ENSMUSG00000029001","FBXO44"
"Disp3","ENSMUSG00000041544","DISP3"
"Ubiad1","ENSMUSG00000047719","UBIAD1"
"Angptl7","ENSMUSG00000028989","ANGPTL7"
"Gm13209","ENSMUSG00000087217","Gm13209"
"Tardbp","ENSMUSG00000041459","TARDBP"
"Gm13205","ENSMUSG00000086606","Gm13205"
"Pex14","ENSMUSG00000028975","PEX14"
"Cort","ENSMUSG00000028971","CORT"
"Cenps","ENSMUSG00000073705","CENPS-CORT"
"Pgd","ENSMUSG00000028961","PGD"
"Kif1b","ENSMUSG00000063077","KIF1B"
"Ube4b","ENSMUSG00000028960","UBE4B"
"Rbp7","ENSMUSG00000028996","RBP7"
"Nmnat1","ENSMUSG00000028992","NMNAT1"
"Gm13066","ENSMUSG00000086949","Gm13066"
"Pik3cd","ENSMUSG00000039936","PIK3CD"
"Tmem201","ENSMUSG00000044700","TMEM201"
"Slc25a33","ENSMUSG00000028982","SLC25A33"
"Gm13073","ENSMUSG00000084807","Gm13073"
"Spsb1","ENSMUSG00000039911","SPSB1"
"H6pd","ENSMUSG00000028980","H6PD"
"Car6","ENSMUSG00000028972","CA6"
"Gm13091","ENSMUSG00000085213","Gm13091"
"Slc45a1","ENSMUSG00000039838","SLC45A1"
"Park7","ENSMUSG00000028964","PARK7"
"Camta1","ENSMUSG00000014592","CAMTA1"
"Per3","ENSMUSG00000028957","PER3"
"Vamp3","ENSMUSG00000028955","VAMP3"
"Thap3","ENSMUSG00000039759","THAP3"
"Phf13","ENSMUSG00000047777","PHF13"
"Zbtb48","ENSMUSG00000028952","ZBTB48"
"Tas1r1","ENSMUSG00000028950","TAS1R1"
"Espn","ENSMUSG00000028943","ESPN"
"Rnf207","ENSMUSG00000058498","RNF207"
"Kcnab2","ENSMUSG00000028931","KCNAB2"
"Ajap1","ENSMUSG00000039546","AJAP1"
"BC039966","ENSMUSG00000086272","BC039966"
"Dffb","ENSMUSG00000029027","DFFB"
"Smim1","ENSMUSG00000078350","SMIM1"
"Trp73","ENSMUSG00000029026","TP73"
"Tprgl","ENSMUSG00000029030","TPRG1L"
"Arhgef16","ENSMUSG00000029032","ARHGEF16"
"Prdm16","ENSMUSG00000039410","PRDM16"
"Gm13112","ENSMUSG00000087437","Gm13112"
"Prxl2b","ENSMUSG00000029059","PRXL2B"
"Tnfrsf14","ENSMUSG00000042333","Tnfrsf14"
"Plch2","ENSMUSG00000029055","PLCH2"
"Rer1","ENSMUSG00000029048","RER1"
"Ski","ENSMUSG00000029050","SKI"
"Prkcz","ENSMUSG00000029053","PRKCZ"
"Gabrd","ENSMUSG00000029054","GABRD"
"5830444B04Rik","ENSMUSG00000084803","5830444B04Rik"
"Gm16023","ENSMUSG00000086682","Gm16023"
"Gm10563","ENSMUSG00000073682","Gm10563"
"Mmp23","ENSMUSG00000029061","MMP23B"
"Mib2","ENSMUSG00000029060","MIB2"
"1500002C15Rik","ENSMUSG00000096221","1500002C15Rik"
"Atad3a","ENSMUSG00000029036","ATAD3A"
"Vwa1","ENSMUSG00000042116","VWA1"
"Tmem88b","ENSMUSG00000073680","TMEM88B"
"Mxra8os","ENSMUSG00000073679","Mxra8os"
"Tas1r3","ENSMUSG00000029072","TAS1R3"
"Cptp","ENSMUSG00000029073","CPTP"
"Pusl1","ENSMUSG00000051557","PUSL1"
"B3galt6","ENSMUSG00000050796","B3GALT6"
"Gm16008","ENSMUSG00000087381","Gm16008"
"Ttll10","ENSMUSG00000029074","TTLL10"
"Agrn","ENSMUSG00000041936","AGRN"
"Isg15","ENSMUSG00000035692","ISG15"
"Plekhn1","ENSMUSG00000078485","PLEKHN1"
"Samd11","ENSMUSG00000096351","SAMD11"
"Tgs1","ENSMUSG00000028233","TGS1"
"Lyn","ENSMUSG00000042228","LYN"
"Chchd7","ENSMUSG00000042198","CHCHD7"
"Fam110b","ENSMUSG00000049119","FAM110B"
"Ubxn2b","ENSMUSG00000028243","UBXN2B"
"Sdcbp","ENSMUSG00000028249","SDCBP"
"Gm11802","ENSMUSG00000086052","Gm11802"
"8430436N08Rik","ENSMUSG00000086070","8430436N08Rik"
"Rab2a","ENSMUSG00000047187","RAB2A"
"Chd7","ENSMUSG00000041235","CHD7"
"Clvs1","ENSMUSG00000041216","CLVS1"
"4930412C18Rik","ENSMUSG00000085558","4930412C18Rik"
"Gdf6","ENSMUSG00000051279","GDF6"
"2610301B20Rik","ENSMUSG00000059482","CFAP418"
"Gm11827","ENSMUSG00000086765","Gm11827"
"Trp53inp1","ENSMUSG00000028211","TP53INP1"
"Ccne2","ENSMUSG00000028212","CCNE2"
"Virma","ENSMUSG00000040720","VIRMA"
"Rad54b","ENSMUSG00000078773","RAD54B"
"Fsbp","ENSMUSG00000094595","FSBP"
"Gem","ENSMUSG00000028214","GEM"
"Cdh17","ENSMUSG00000028217","CDH17"
"1700123M08Rik","ENSMUSG00000085614","1700123M08Rik"
"Rbm12b2","ENSMUSG00000052137","Rbm12b2"
"Rbm12b1","ENSMUSG00000046667","RBM12B"
"Triqk","ENSMUSG00000055963","TRIQK"
"Runx1t1","ENSMUSG00000006586","RUNX1T1"
"Pip4p2","ENSMUSG00000028221","PIP4P2"
"Gm11837","ENSMUSG00000086587","Gm11837"
"Tmem64","ENSMUSG00000043252","TMEM64"
"Calb1","ENSMUSG00000028222","CALB1"
"Nbn","ENSMUSG00000028224","NBN"
"A530072M11Rik","ENSMUSG00000085112","A530072M11Rik"
"Mmp16","ENSMUSG00000028226","MMP16"
"Rmdn1","ENSMUSG00000028229","RMDN1"
"Gm12353","ENSMUSG00000078772","Gm12353"
"Slc7a13","ENSMUSG00000041052","SLC7A13"
"Ttpa","ENSMUSG00000073988","TTPA"
"Ggh","ENSMUSG00000073987","GGH"
"Ccnc","ENSMUSG00000028252","CCNC"
"Usp45","ENSMUSG00000040455","USP45"
"Pnisr","ENSMUSG00000028248","PNISR"
"Coq3","ENSMUSG00000028247","COQ3"
"Faxc","ENSMUSG00000028246","FAXC"
"Fbxl4","ENSMUSG00000040410","FBXL4"
"Mms22l","ENSMUSG00000045751","MMS22L"
"Ndufaf4","ENSMUSG00000028261","NDUFAF4"
"Epha7","ENSMUSG00000028289","EPHA7"
"Map3k7","ENSMUSG00000028284","MAP3K7"
"Bach2","ENSMUSG00000040270","BACH2"
"Bach2it1","ENSMUSG00000087049","Bach2it1"
"Casp8ap2","ENSMUSG00000028282","CASP8AP2"
"Mdn1","ENSMUSG00000058006","MDN1"
"Lyrm2","ENSMUSG00000045854","LYRM2"
"Rragd","ENSMUSG00000028278","RRAGD"
"Ube2j1","ENSMUSG00000028277","UBE2J1"
"Gabrr2","ENSMUSG00000023267","GABRR2"
"Gabrr1","ENSMUSG00000028280","GABRR1"
"Srsf12","ENSMUSG00000054679","SRSF12"
"Rngtt","ENSMUSG00000028274","RNGTT"
"Cnr1","ENSMUSG00000044288","CNR1"
"Akirin2","ENSMUSG00000028291","AKIRIN2"
"Rars2","ENSMUSG00000028292","RARS2"
"Cga","ENSMUSG00000028298","CGA"
"Gm12364","ENSMUSG00000086792","Gm12364"
"1700009N14Rik","ENSMUSG00000028287","1700009N14Rik"
"Aco1","ENSMUSG00000028405","ACO1"
"Smim27","ENSMUSG00000028407","SMIM27"
"Tmem215","ENSMUSG00000046593","TMEM215"
"Dnaja1","ENSMUSG00000028410","Dnaja1"
"Chmp5","ENSMUSG00000028419","CHMP5"
"Nfx1","ENSMUSG00000028423","NFX1"
"Ube2r2","ENSMUSG00000036241","UBE2R2"
"Ubap1","ENSMUSG00000028437","UBAP1"
"Nudt2","ENSMUSG00000028443","NUDT2"
"Fam219aos","ENSMUSG00000036162","Fam219aos"
"Gm12404","ENSMUSG00000087623","Gm12404"
"Dnaic1","ENSMUSG00000061322","Dnaic1"
"Il11ra1","ENSMUSG00000073889","IL11RA"
"Galt","ENSMUSG00000036073","GALT"
"Phf24","ENSMUSG00000036062","PHF24"
"Dnajb5","ENSMUSG00000036052","DNAJB5"
"1700022I11Rik","ENSMUSG00000028451","C9orf131"
"Gm26881","ENSMUSG00000096974","Gm26881"
"Unc13b","ENSMUSG00000028456","UNC13B"
"Atp8b5","ENSMUSG00000028457","Atp8b5"
"Rusc2","ENSMUSG00000035969","RUSC2"
"Tesk1","ENSMUSG00000028458","TESK1"
"Ccdc107","ENSMUSG00000028461","CCDC107"
"Car9","ENSMUSG00000028463","CA9"
"Creb3","ENSMUSG00000028466","CREB3"
"Rgp1","ENSMUSG00000028468","RGP1"
"Npr2","ENSMUSG00000028469","NPR2"
"Tmem8b","ENSMUSG00000078716","TMEM8B"
"Hrct1","ENSMUSG00000071001","HRCT1"
"Spaar","ENSMUSG00000028475","SPAAR"
"Reck","ENSMUSG00000028476","RECK"
"Glipr2","ENSMUSG00000028480","GLIPR2"
"Clta","ENSMUSG00000028478","CLTA"
"Melk","ENSMUSG00000035683","MELK"
"Zcchc7","ENSMUSG00000035649","ZCCHC7"
"Gm12678","ENSMUSG00000084854","Gm12678"
"Grhpr","ENSMUSG00000035637","GRHPR"
"1700055D18Rik","ENSMUSG00000070997","1700055D18Rik"
"Polr1e","ENSMUSG00000028318","POLR1E"
"Frmpd1","ENSMUSG00000035615","FRMPD1"
"Trmt10b","ENSMUSG00000035601","TRMT10B"
"Dcaf10","ENSMUSG00000035572","DCAF10"
"Aldh1b1","ENSMUSG00000035561","ALDH1B1"
"Stra6l","ENSMUSG00000028327","Stra6l"
"Ccdc180","ENSMUSG00000035539","CCDC180"
"Tdrd7","ENSMUSG00000035517","TDRD7"
"Tmod1","ENSMUSG00000028328","TMOD1"
"Ncbp1","ENSMUSG00000028330","NCBP1"
"Foxe1","ENSMUSG00000070990","FOXE1"
"Anp32b","ENSMUSG00000028333","ANP32B"
"Nans","ENSMUSG00000028334","NANS"
"Gm16731","ENSMUSG00000085990","Gm16731"
"Galnt12","ENSMUSG00000039774","GALNT12"
"Col15a1","ENSMUSG00000028339","COL15A1"
"Tgfbr1","ENSMUSG00000007613","TGFBR1"
"Sec61b","ENSMUSG00000053317","Sec61b"
"Nr4a3","ENSMUSG00000028341","NR4A3"
"Stx17","ENSMUSG00000061455","STX17"
"Invs","ENSMUSG00000028344","INVS"
"Msantd3","ENSMUSG00000039693","MSANTD3"
"Tmeff1","ENSMUSG00000028347","TMEFF1"
"Cavin4","ENSMUSG00000028348","CAVIN4"
"Plppr1","ENSMUSG00000063446","PLPPR1"
"Zfp189","ENSMUSG00000039634","ZNF189"
"Rnf20","ENSMUSG00000028309","RNF20"
"Smc2","ENSMUSG00000028312","SMC2"
"Nipsnap3b","ENSMUSG00000015247","NIPSNAP3A"
"Slc44a1","ENSMUSG00000028412","SLC44A1"
"Fsd1l","ENSMUSG00000054752","FSD1L"
"Fktn","ENSMUSG00000028414","FKTN"
"Tal2","ENSMUSG00000028417","TAL2"
"Tmem38b","ENSMUSG00000028420","TMEM38B"
"Zfp462","ENSMUSG00000060206","ZNF462"
"Rad23b","ENSMUSG00000028426","RAD23B"
"Gm12511","ENSMUSG00000066176","Gm12511"
"Actl7a","ENSMUSG00000070979","ACTL7A"
"Abitram","ENSMUSG00000038827","ABITRAM"
"Gm12536","ENSMUSG00000085654","Gm12536"
"Pakap","ENSMUSG00000090053","PALM2AKAP2"
"Pakap-1","ENSMUSG00000038729","Pakap-1"
"Musk","ENSMUSG00000057280","MUSK"
"Zkscan16","ENSMUSG00000038630","ZNF483"
"Dnajc25","ENSMUSG00000070972","Dnajc25"
"Gng10","ENSMUSG00000038607","GNG10"
"Ugcg","ENSMUSG00000028381","UGCG"
"Hsdl2","ENSMUSG00000028383","HSDL2"
"E130308A19Rik","ENSMUSG00000045071","KIAA1958"
"Snx30","ENSMUSG00000028385","SNX30"
"Slc31a2","ENSMUSG00000066152","SLC31A2"
"Slc31a1","ENSMUSG00000066150","SLC31A1"
"Prpf4","ENSMUSG00000066148","PRPF4"
"Bspry","ENSMUSG00000028392","BSPRY"
"4933430I17Rik","ENSMUSG00000058046","C9orf43"
"Rgs3","ENSMUSG00000059810","RGS3"
"Zfp618","ENSMUSG00000028358","ZNF618"
"Col27a1","ENSMUSG00000045672","COL27A1"
"Orm1","ENSMUSG00000039196","ORM2"
"Aknaos","ENSMUSG00000086953","Aknaos"
"Atp6v1g1","ENSMUSG00000039105","ATP6V1G1"
"Tmem268","ENSMUSG00000045917","TMEM268"
"8030451A03Rik","ENSMUSG00000073821","8030451A03Rik"
"Pappa","ENSMUSG00000028370","PAPPA"
"Trim32","ENSMUSG00000051675","TRIM32"
"Tlr4","ENSMUSG00000039005","TLR4"
"Gm11250","ENSMUSG00000086027","Gm11250"
"C630043F03Rik","ENSMUSG00000084910","C630043F03Rik"
"Gm11240","ENSMUSG00000085034","Gm11240"
"Frmd3","ENSMUSG00000049122","FRMD3"
"Kdm4c","ENSMUSG00000028397","KDM4C"
"Lurap1l","ENSMUSG00000048706","LURAP1L"
"Gm11266","ENSMUSG00000087413","Gm11266"
"Snapc3","ENSMUSG00000028483","SNAPC3"
"Ccdc171","ENSMUSG00000052407","CCDC171"
"Cntln","ENSMUSG00000038070","CNTLN"
"Sh3gl2","ENSMUSG00000028488","SH3GL2"
"Adamtsl1","ENSMUSG00000066113","ADAMTSL1"
"Rraga","ENSMUSG00000070934","Rraga"
"Dennd4c","ENSMUSG00000038024","DENND4C"
"Acer2","ENSMUSG00000038007","ACER2"
"Focad","ENSMUSG00000038368","FOCAD"
"Gm26566","ENSMUSG00000097078","Gm26566"
"Gm13283","ENSMUSG00000100505","Gm13283"
"Gm13272","ENSMUSG00000096591","Gm13272"
"Ifnz","ENSMUSG00000096854","Ifnz"
"Gm13285","ENSMUSG00000095101","Gm13285"
"Gm13287","ENSMUSG00000094648","Gm13287"
"Gm13288","ENSMUSG00000070908","Gm13288"
"Wincr1","ENSMUSG00000085183","Wincr1"
"Mtap","ENSMUSG00000062937","MTAP"
"Gm12609","ENSMUSG00000085147","Gm12609"
"Gm12610","ENSMUSG00000086035","Gm12610"
"Dmrta1","ENSMUSG00000043753","DMRTA1"
"Ift74","ENSMUSG00000028576","IFT74"
"Tek","ENSMUSG00000006386","TEK"
"Junos","ENSMUSG00000087366","Junos"
"Fggy","ENSMUSG00000028573","FGGY"
"Hook1","ENSMUSG00000028572","HOOK1"
"Nfia","ENSMUSG00000028565","NFIA"
"Patj","ENSMUSG00000061859","PATJ"
"Kank4os","ENSMUSG00000085843","Kank4os"
"Usp1","ENSMUSG00000028560","USP1"
"Angptl3","ENSMUSG00000028553","ANGPTL3"
"Gm12705","ENSMUSG00000087395","Gm12705"
"Atg4c","ENSMUSG00000028550","ATG4C"
"Gm12689","ENSMUSG00000070891","Gm12689"
"Foxd3","ENSMUSG00000067261","FOXD3"
"Alg6","ENSMUSG00000073792","ALG6"
"Efcab7","ENSMUSG00000073791","EFCAB7"
"Pgm1","ENSMUSG00000025791","PGM1"
"Ror1","ENSMUSG00000035305","ROR1"
"Ube2u","ENSMUSG00000069733","UBE2U"
"Cachd1","ENSMUSG00000028532","CACHD1"
"Raver2","ENSMUSG00000035275","RAVER2"
"0610043K17Rik","ENSMUSG00000087361","0610043K17Rik"
"Ak4","ENSMUSG00000028527","AK4"
"Dnajc6","ENSMUSG00000028528","DNAJC6"
"Leprot","ENSMUSG00000035212","LEPROT"
"Lepr","ENSMUSG00000057722","LEPR"
"Pde4b","ENSMUSG00000028525","PDE4B"
"Sgip1","ENSMUSG00000028524","SGIP1"
"Mier1","ENSMUSG00000028522","MIER1"
"Gm44037","ENSMUSG00000107726","Gm44037"
"Oma1","ENSMUSG00000035069","OMA1"
"Gm12718","ENSMUSG00000086136","Gm12718"
"Dab1","ENSMUSG00000028519","DAB1"
"Fyb2","ENSMUSG00000078612","FYB2"
"Plpp3","ENSMUSG00000028517","PLPP3"
"Gm12728","ENSMUSG00000083780","Gm12728"
"Usp24","ENSMUSG00000028514","USP24"
"Dhcr24","ENSMUSG00000034926","DHCR24"
"Ttc22","ENSMUSG00000034919","TTC22"
"Pars2","ENSMUSG00000043572","PARS2"
"Ssbp3","ENSMUSG00000061887","SSBP3"
"Cyb5rl","ENSMUSG00000028621","CYB5RL"
"Gm12802","ENSMUSG00000085304","Gm12802"
"Tmem59","ENSMUSG00000028618","TMEM59"
"Ldlrad1","ENSMUSG00000070877","LDLRAD1"
"Hspb11","ENSMUSG00000063172","HSPB11"
"Yipf1","ENSMUSG00000057375","YIPF1"
"Ndc1","ENSMUSG00000028614","NDC1"
"Glis1","ENSMUSG00000034762","GLIS1"
"4933424M12Rik","ENSMUSG00000087289","4933424M12Rik"
"Lrp8","ENSMUSG00000028613","LRP8"
"Magoh","ENSMUSG00000028609","MAGOH"
"Czib","ENSMUSG00000028608","CZIB"
"Echdc2","ENSMUSG00000028601","ECHDC2"
"Coa7","ENSMUSG00000048351","COA7"
"Tut4","ENSMUSG00000034610","TUT4"
"Orc1","ENSMUSG00000028587","ORC1"
"Cc2d1b","ENSMUSG00000028582","CC2D1B"
"3110021N24Rik","ENSMUSG00000094958","3110021N24Rik"
"Txndc12","ENSMUSG00000028567","TXNDC12"
"Kti12","ENSMUSG00000073775","KTI12"
"Rab3b","ENSMUSG00000003411","RAB3B"
"Nrd1","ENSMUSG00000053510","NRDC"
"Calr4","ENSMUSG00000028558","Calr4"
